,CODE POSTAL,geom_x_y,NOM DE LA COMMUNE
6351,62860,"50.238640039,3.03137519569",SAUDEMONT
6352,62240,"50.6959428486,1.88964347847",SELLES
6353,62159,"50.1439845718,2.90458316152",VAULX VRAUCOURT
6354,62450,"50.0787621287,2.90542012766",VILLERS AU FLOS
6355,63760,"45.6572710215,2.56278019812",BOURG LASTIC
6356,63250,"45.8711155066,3.69927199533",CHABRELOCHE
6357,63320,"45.5918097021,3.16530927442",NESCHERS
6358,63220,"45.4290595333,3.65737870098",NOVACELLES
6359,63320,"45.5393613066,3.0936807019",ST FLORET
6360,63330,"46.0784044812,2.68604538053",ST MAIGNER
6361,63660,"45.4923783806,3.89615838601",ST ROMAIN
6362,63260,"45.9633782182,3.22255151665",SARDON
6363,63690,"45.5600798415,2.55206331215",SINGLES
6364,63610,"45.4741100431,2.99840008974",VALBELEIX
6365,64490,"42.9398080836,-0.579066514702",ACCOUS
6366,64220,"43.1339521918,-1.19765745268",AINCILLE
6367,64410,"43.5410756338,-0.424773783669",ARZACQ ARRAZIGUET
6368,64230,"43.4356805812,-0.421465763214",AUBIN
6369,64300,"43.4401622593,-0.729783827554",CASTETNER
6370,64490,"42.8354449559,-0.535288457262",URDOS
6371,65360,"43.1496570834,0.0906664946254",ARCIZAC ADOUR
6372,65800,"43.2497030503,0.103640168515",AUREILHAN
6373,65240,"42.8474630152,0.402289905692",AVAJAN
6374,65130,"43.0967455334,0.279787256256",BENQUE
6375,65130,"43.0802858213,0.219226356205",BETTES
6376,65170,"42.8322238965,0.357816058989",CAMPARAN
6377,65220,"43.3651632338,0.261264447769",FRECHEDE
6378,65140,"43.4335645933,0.0908531453962",GENSAC
6379,65100,"43.0881354542,0.0247150767346",GEZ EZ ANGLES
6380,65190,"43.1520020024,0.163133431927",HITTE
6381,65130,"43.0357928885,0.351671885257",LABASTIDE
6382,65310,"43.2090831887,0.0761770721287",LALOUBERE
6383,65220,"43.2694349953,0.340455146819",LUSTAR
6384,65700,"43.4688561646,0.044250933589",MAUBOURGUET
6385,65670,"43.1979666498,0.468864803299",MONLONG
6386,65190,"43.2259408269,0.250550021139",MOULEDOUS
6387,65350,"43.3080163694,0.264427382148",OSMETS
6388,65100,"43.1149928821,0.0195991686393",PAREAC
6389,65370,"42.9691035062,0.628958999643",STE MARIE
6390,65140,"43.3517947858,0.226201455092",ST SEVER DE RUSTAN
6391,65100,"43.0601957152,-0.109294599708",SEGUS
6392,66130,"42.6999973124,2.56550996657",MONTALBA LE CHATEAU
6393,66750,"42.6220280294,3.01622014324",ST CYPRIEN
6394,66360,"42.6192728881,2.18058547197",SANSA
6395,66300,"42.5655208272,2.75949456771",TORDERES
6396,66300,"42.5556320578,2.83755303653",TRESSERRE
6397,67230,"48.3659229092,7.60197338557",BENFELD
6398,67113,"48.5022035714,7.60873399472",BLAESHEIM
6399,67160,"48.9953521897,7.88602873126",CLEEBOURG
6400,67270,"48.7134280666,7.54291307036",DUNTZENHEIM
6401,67120,"48.5240740255,7.57056635367",DUTTLENHEIM
6402,67330,"48.7854804933,7.4364304189",HATTMATT
6403,67170,"48.7757655741,7.67684396609",HOCHSTETT
6404,67840,"48.6835701227,7.84577121429",KILSTETT
6405,67440,"48.6939893775,7.44201331166",KLEINGOEFT
6406,67210,"48.4525286856,7.56113902632",MEISTRATZHEIM
6407,67470,"48.9397726908,8.15250691524",MOTHERN
6408,67600,"48.2472141611,7.35466655979",ORSCHWILLER
6409,67350,"48.8432047964,7.59893121728",PFAFFENHOFFEN
6410,67250,"48.9468559983,7.80368021275",PREUSCHDORF
6411,67270,"48.7083552317,7.51301777212",SAESSOLSHEIM
6412,67320,"48.8335988956,7.26601140557",SCHOENBOURG
6413,67920,"48.2550723499,7.63031906582",SUNDHOUSE
6414,67340,"48.8716635138,7.44076815738",WEINBOURG
6415,68600,"48.0034942953,7.54980840525",ALGOLSHEIM
6416,68380,"48.0110195796,7.10491597545",BREITENBACH HAUT RHIN
6417,68210,"47.6601180217,7.13595818077",BUETHWILLER
6418,68320,"48.0949092632,7.50887366008",DURRENENTZEN
6419,68510,"47.6042771391,7.41446012187",HELFRANTZKIRCH
6420,68220,"47.579283771,7.51544273738",HESINGUE
6421,68490,"47.7566036089,7.49041917296",HOMBOURG
6422,68500,"47.8885904335,7.18875486257",JUNGHOLTZ
6423,68220,"47.5631849343,7.40195763137",KNOERINGUE
6424,68640,"47.5496649857,7.37287618717",MUESPACH
6425,68140,"48.0448514207,7.14149744282",MUNSTER
6426,68250,"47.9957150402,7.25987167223",PFAFFENHEIM
6427,68128,"47.6388184393,7.54215519701",ROSENAU
6428,68740,"47.9412962955,7.47468006803",RUSTENHART
6429,68550,"47.887678929,7.04124424443",ST AMARIN
6430,68210,"47.680928319,7.0534744668",ST COSME
6431,68720,"47.6723573505,7.23115065514",SPECHBACH LE BAS
6432,68640,"47.5469824081,7.3170216886",WALDIGHOFEN
6433,68130,"47.6407985178,7.27039450439",WALHEIM
6434,68310,"47.7987366521,7.24011099826",WITTELSHEIM
6435,69770,"45.7739225343,4.37950363405",CHAMBOST LONGESSAIGNE
6436,69420,"45.4743083818,4.75671075164",CONDRIEU
6437,69130,"45.7821499466,4.7721681177",ECULLY
6438,69540,"45.6748390924,4.81819594216",IRIGNY
6439,69930,"45.756189691,4.42060424905",ST CLEMENT LES PLACES
6440,69650,"45.8822105872,4.80144071839",ST GERMAIN AU MONT D OR
6441,69490,"45.85576965,4.52946309389",ST ROMAIN DE POPEY
6442,69430,"46.1645022966,4.52661139979",VERNAY
6443,69910,"46.1597734434,4.67110459009",VILLIE MORGON
6444,69360,"45.6275993813,4.82483713363",SEREZIN DU RHONE
6445,70230,"47.4328780684,6.18879786969",CENANS
6446,70600,"47.6090292846,5.61236110183",COURTESOULT ET GATEY
6447,70700,"47.3643480364,5.71977368998",CUGNEY
6448,70200,"47.7429315817,6.46131870322",FRANCHEVELLE
6449,70700,"47.464530464,5.89157749434",FRASNE LE CHATEAU
6450,70170,"47.6725586831,6.08230172573",GRATTERY
6451,70200,"47.7110423982,6.58099580275",MALBOUHANS
6452,70120,"47.6374393402,5.80017411668",MONT ST LEGER
6453,70190,"47.4957736463,6.09574918717",PENNESIERES
6454,70210,"47.875259179,6.06625530496",POLAINCOURT ET CLAIREFONTAINE
6455,70130,"47.5821627991,5.77361697832",RECOLOGNE
6456,70130,"47.5470516036,5.73627689065",SAVOYEUX
6457,70000,"47.5524024642,6.2989589565",VALLEROIS LE BOIS
6458,70600,"47.5377653039,5.52005449376",VARS
6459,70300,"47.7522729682,6.29965399455",VISONCOURT
6460,71220,"46.4104723077,4.39542233391",BEAUBERY
6461,71320,"46.7373325553,4.1515013438",LA BOULAYE
6462,71670,"46.7952744773,4.49374098192",LE BREUIL
6463,71710,"46.7692538445,4.31625377039",CHARMOY
6464,71380,"46.7936385088,4.91410813762",CHATENOY EN BRESSE
6465,71340,"46.228920415,3.93811744372",CHENAY LE CHATEL
6466,71460,"46.6422857602,4.53104899924",COLLONGE EN CHAROLLAIS
6467,71170,"46.1713810264,4.27380729464",COUBLANC
6468,71140,"46.7204911418,3.7115602827",CRONAT
6469,71330,"46.7614578185,5.16719023343",DEVROUZE
6470,71000,"46.3205511756,4.81842529639",MACON
6471,71140,"46.6751423253,3.80940604841",MALTAT
6472,71120,"46.395826222,4.30447472199",MARCILLY LA GUEURCE
6473,71270,"46.8824879885,5.25265750532",PIERRE DE BRESSE
6474,71960,"46.3243137138,4.74816143404",PRISSE
6475,71160,"46.5421616023,4.01816532874",RIGNY SUR ARROUX
6476,71260,"46.422400276,4.86818774017",ST ALBAIN
6477,71340,"46.202568549,4.16340067325",ST BONNET DE CRAY
6478,71250,"46.3853014921,4.6346635997",STE CECILE
6479,71620,"46.8507201385,5.10326207017",ST DIDIER EN BRESSE
6480,71740,"46.2007159715,4.27045776133",TANCON
6481,71240,"46.7100754692,4.87819266492",VARENNES LE GRAND
6482,72170,"48.2246887958,0.112408293978",BEAUMONT SUR SARTHE
6483,33190,"44.6187804528,-0.0489905524561",BAGAS
6484,33760,"44.7676238446,-0.173810088464",BELLEFOND
6485,33350,"44.8784883678,-0.0279648094285",BELVES DE CASTILLON
6486,33820,"45.2544518508,-0.646204430347",BRAUD ET ST LOUIS
6487,33390,"45.1842358526,-0.560005135989",CAMPUGNAN
6488,33750,"44.8210599121,-0.344003297739",CROIGNON
6489,33420,"44.7957699657,-0.26502782545",ESPIET
6490,33660,"44.9980305708,0.0262519757386",GOURS
6491,33760,"44.7073917593,-0.168195738605",MARTRES
6492,33210,"44.503806188,-0.250077983098",MAZERES
6493,33210,"44.5054989017,-0.285142833143",ROAILLAN
6494,33220,"44.7853020324,0.232048719283",LA ROQUILLE
6495,33420,"44.8109316671,-0.168129040807",ST AUBIN DE BRANNE
6496,33190,"44.6331784012,-0.100374502546",ST EXUPERY
6497,33390,"45.1613439952,-0.668437136605",ST GENES DE BLAYE
6498,33240,"44.9440812975,-0.330721356984",ST GERMAIN DE LA RIVIERE
6499,33350,"44.9144882685,0.00559660076771",LES SALLES DE CASTILLON
6500,33570,"44.9605098149,-0.023701712084",TAYAC
6501,33125,"44.4493819137,-0.600499889851",LE TUZAN
6502,33490,"44.592150286,-0.248104423488",VERDELAIS
6503,34160,"43.771599327,3.99491070508",BUZIGNARGUES
6504,34210,"43.354036783,2.58187245659",FELINES MINERVOIS
6505,34650,"43.7089785299,3.20607492455",LUNAS
6506,34370,"43.3515394407,3.10170846517",MAUREILHAN
6507,34230,"43.5590614886,3.52978704961",PLAISSAN
6508,34230,"43.5925476738,3.51727150563",LE POUGET
6509,34700,"43.6831429742,3.32501216649",LE PUECH
6510,34160,"43.7241060431,4.04113886056",RESTINCLIERES
6511,34260,"43.6555250797,3.15144431615",LA TOUR SUR ORB
6512,34420,"43.3172489997,3.28958494349",VILLENEUVE LES BEZIERS
6513,35590,"48.1252826202,-1.8581233152",LA CHAPELLE THOUARAULT
6514,35290,"48.2095149128,-2.15053922323",LE CROUAIS
6515,35640,"47.8618191863,-1.29350551765",FORGES LA FORET
6516,35210,"48.2507630076,-1.22879248978",MONTREUIL DES LANDES
6517,35720,"48.4045431671,-1.88606418202",PLEUGUENEUC
6518,35230,"48.0133072658,-1.58086136058",ST ARMEL
6519,35190,"48.3604701508,-1.86929825665",ST DOMINEUC
6520,35250,"48.2509838584,-1.65264903322",ST GERMAIN SUR ILLE
6521,35140,"48.2768095716,-1.36810224872",ST JEAN SUR COUESNON
6522,35134,"47.8486763783,-1.45762680863",THOURIE
6523,36240,"47.0384812055,1.49376819488",GEHEE
6524,36220,"46.7553232246,1.11330278718",LINGE
6525,36340,"46.5804941943,1.67770625299",MAILLET
6526,36170,"46.3892514963,1.44265053138",MOUHET
6527,36180,"46.9860152232,1.42163571271",PELLEVOISIN
6528,36190,"46.521846173,1.65349444143",POMMIERS
6529,36800,"46.6480131941,1.43032381865",ST GAULTIER
6530,36600,"47.1002749222,1.55803357778",VICQ SUR NAHON
6531,36160,"46.4389739269,2.08397250932",VIGOULANT
6532,37420,"47.2237767737,0.18754463005",AVOINE
6533,37290,"46.8484852345,0.892362482013",BOUSSAY
6534,37290,"46.838530543,0.826201928032",CHAMBON
6535,37310,"47.2656141951,0.943216158829",CIGOGNE
6536,37500,"47.2128964711,0.321999441383",ST BENOIT LA FORET
6537,37130,"47.3178105636,0.32657913623",ST MICHEL SUR LOIRE
6538,37500,"47.1268380183,0.160711623152",SEUILLY
6539,37360,"47.5132295352,0.477318608406",SONZAY
6540,37530,"47.3983473379,1.08415329662",SOUVIGNY DE TOURAINE
6541,37600,"47.0358243641,1.0338624118",VERNEUIL SUR INDRE
6542,38470,"45.2189306254,5.45835784112",L ALBENC
6543,38630,"45.6426437379,5.56958624007",LES AVENIERES
6544,38160,"45.2046121407,5.2638406103",BESSINS
6545,38850,"45.4461611441,5.55137429348",BILIEU
6546,38730,"45.4796488543,5.44663594679",BLANDIN
6547,38122,"45.4519499171,4.9379744903",CHALON
6548,38190,"45.2814832308,5.93863147318",LE CHAMP PRES FROGES
6549,38470,"45.2459657752,5.44704031612",CHANTESSE
6550,38490,"45.5205135437,5.57906529008",CHARANCIEU
6551,38160,"45.139921767,5.2802381895",CHATTE
6552,38930,"44.8246711556,5.62901849156",CLELLES
6553,38530,"45.3994779329,5.96151992776",LA FLACHERE
6554,38450,"45.0133395562,5.6155445833",LE GUA
6555,38460,"45.7563040682,5.25503498481",LEYRIEU
6556,38220,"45.0905954329,5.91904092614",LIVET ET GAVET
6557,38110,"45.5264598257,5.45129139723",MONTAGNIEU
6558,38120,"45.2791662403,5.68372205186",MONT ST MARTIN
6559,38260,"45.4385673443,5.26623101453",NANTOIN
6560,38780,"45.5646344835,5.03134323358",OYTIER ST OBLAS
6561,38850,"45.4823189588,5.55281402751",PALADRU
6562,38470,"45.2780969864,5.38636938666",QUINCIEU
6563,38080,"45.5871624015,5.2245791574",ST ALBAN DE ROCHE
6564,38480,"45.5014621021,5.69777354102",ST ALBIN DE VAULSERRE
6565,38430,"45.3369408381,5.58792748637",ST JEAN DE MOIRANS
6566,38220,"45.0171172339,5.75169663098",ST JEAN DE VAULX
6567,38200,"45.5601358269,4.84416709965",SEYSSUEL
6568,38660,"45.3514959567,5.94615794112",LE TOUVET
6569,38350,"44.9447156208,5.85272838136",LA VALETTE
6570,38090,"45.6155606962,5.18598476312",VAULX MILIEU
6571,38460,"45.6596953757,5.27623741722",VENERIEU
6572,38450,"45.0430999483,5.67425076002",VIF
6573,38200,"45.5891950037,4.91199377057",VILLETTE DE VIENNE
6574,38730,"45.4710107219,5.47722792273",VIRIEU
6575,39700,"47.1669744984,5.5649107588",AMANGE
6576,39120,"46.9199425339,5.53800376406",BRETENIERES
6577,39500,"47.0078921172,5.39015295804",CHAMPDIVERS
6578,39270,"46.5022298608,5.63385105141",ECRILLE
6579,1590,"46.3364527437,5.68491757236",LAVANCIA EPERCY
6580,39240,"46.3377405441,5.57236465142",LAVANS SUR VALOUSE
6581,39310,"46.326906853,5.87285556861",LES MOUSSIERES
6582,39160,"46.4073965932,5.39752467948",NANTEY
6583,39350,"47.250391991,5.69969673686",PAGNEY
6584,39110,"46.9318790423,5.83502005911",PRETIN
6585,39140,"46.6851813053,5.413825352",LES REPOTS
6586,39210,"46.7552127902,5.55595163097",ST GERMAIN LES ARLAY
6587,39150,"46.5694227071,5.96258087921",ST LAURENT EN GRANDVAUX
6588,39210,"46.7320324635,5.59406809872",LE VERNOIS
6589,39200,"46.3623029643,5.86316334323",VILLARD ST SAUVEUR
6590,39210,"46.743219074,5.60355195147",VOITEUR
6591,39700,"47.1836632309,5.58403876359",VRIANGE
6592,40330,"43.5938659835,-0.743678079626",AMOU
6593,40500,"43.794054808,-0.555863442222",BAS MAUCO
6594,40270,"43.7774896377,-0.361022812651",BORDERES ET LAMENSANS
6595,40300,"43.6046856723,-1.07724977616",CAGNOTTE
6596,40320,"43.7152491166,-0.390818849951",CLASSUN
6597,40320,"43.5898300632,-0.418995024146",LACAJUNTE
6598,40250,"43.7562133962,-0.789651425061",LAUREDE
6599,40990,"43.7103483825,-1.12243161714",MEES
6600,40500,"43.7283439402,-0.656045169398",MONTAUT
6601,40290,"43.5892643922,-0.884133125413",MOUSCARDES
6602,40110,"43.9458730259,-0.752515437356",OUSSE SUZAN
6603,40240,"43.9932669722,-0.139358278306",ST JULIEN D ARMAGNAC
6604,41400,"47.3535043561,1.13579761791",CHISSAY EN TOURAINE
6605,41120,"47.4403763122,1.3693906983",FEINGS
6606,41270,"48.0992829662,0.989927474604",LE GAULT PERCHE
6607,41130,"47.2892098162,1.67026537552",GIEVRES
6608,41500,"47.6472843948,1.3998472166",MENARS
6609,41190,"47.5802707156,1.22561710259",MOLINEUF
6610,41370,"47.7943892917,1.45364994644",ROCHES
6611,41370,"47.8234026259,1.36495808434",ST LEONARD EN BEAUCE
6612,41100,"47.7654431209,1.21145906213",SELOMMES
6613,41160,"47.9221840524,1.38601749184",SEMERVILLE
6614,42500,"45.3886064564,4.33196255695",LE CHAMBON FEUGEROLLES
6615,42140,"45.6292859414,4.37386809116",CHAZELLES SUR LYON
6616,42750,"46.1758631519,4.24319004515",MAIZILLY
6617,42130,"45.6888989207,4.02877328272",MARCILLY LE CHATEL
6618,42510,"45.8118000128,4.14151199652",NERVIEUX
6619,42510,"45.8360909597,4.30544297684",STE AGATHE EN DONZY
6620,42110,"45.718628364,4.32852077786",ST BARTHELEMY LESTRA
6621,42190,"46.1210288218,4.1833614828",ST HILAIRE SOUS CHARLIEU
6622,42740,"45.4705874641,4.57893504841",ST PAUL EN JAREZ
6623,42720,"46.0930613385,4.12402637585",VOUGY
6624,43350,"45.2169858786,3.81493834452",BELLEVUE LA MONTAGNE
6625,43100,"45.2964378846,3.38526303303",BRIOUDE
6626,43380,"45.1591392099,3.47227025846",CERZAT
6627,43150,"44.9500949064,3.93743261861",CHADRON
6628,43320,"45.065005117,3.75027511306",CHASPUZAC
6629,43440,"45.3548249294,3.5677264526",LAVAL SUR DOULON
6630,43360,"45.3239819521,3.26284919895",LORLANGES
6631,43000,"45.0276366659,3.89535229067",LE PUY EN VELAY
6632,43230,"45.2714155146,3.52832787466",VALS LE CHASTEL
6633,43170,"44.9815131763,3.48283306813",VENTEUGES
6634,44260,"47.3530614373,-1.98191491086",LA CHAPELLE LAUNAY
6635,44118,"47.0891104813,-1.596195347",LA CHEVROLIERE
6636,44360,"47.2968036073,-1.8357108105",CORDEMAIS
6637,44530,"47.5034137503,-1.95561601434",GUENROUET
6638,44521,"47.3554034497,-1.27120259646",OUDON
6639,44360,"47.3284386017,-1.79041386059",LE TEMPLE DE BRETAGNE
6640,45190,"47.7781494309,1.63946818857",BEAUGENCY
6641,45630,"47.5351183131,2.80260257631",BEAULIEU SUR LOIRE
6642,45300,"48.2129131551,2.27113030175",MARSAINVILLIERS
6643,45300,"48.3243507576,2.21045535164",ROUVRES ST JEAN
6644,45310,"47.9825689104,1.66590651011",ST SIGISMOND
6645,45310,"48.0048588695,1.6244204938",TOURNOISIS
6646,33200,"44.8572445351,-0.57369678116",BORDEAUX
6647,33124,"44.4879887371,-0.177790358519",BROUQUEYRAN
6648,33121,"45.0847969006,-1.04933512467",CARCANS
6649,33410,"44.682146358,-0.321636613083",CARDAN
6650,33390,"45.1912964207,-0.578370670079",CARTELEGUE
6651,33420,"44.7959422928,-0.235707900811",DAIGNAC
6652,33570,"44.942978361,-0.000642760305431",FRANCS
6653,33840,"44.3174301368,-0.121216305853",GOUALADE
6654,33138,"44.7744744246,-0.976985580148",LANTON
6655,33970,"44.7609440223,-1.19293697437",LEGE CAP FERRET
6656,33360,"44.7951113982,-0.429417377257",LIGNAN DE BORDEAUX
6657,33390,"45.1693324994,-0.605631141444",MAZION
6658,33350,"44.806319089,-0.0328874933658",PUJOLS
6659,33160,"44.9333497941,-0.748518197327",ST AUBIN DE MEDOC
6660,33920,"45.1439978714,-0.496519035518",ST CHRISTOLY DE BLAYE
6661,33180,"45.2509775886,-0.781613837384",ST ESTEPHE
6662,33113,"44.429710887,-0.441424293388",ST LEGER DE BALSON
6663,33490,"44.5868737063,-0.165403223369",ST MARTIN DE SESCAS
6664,33350,"44.9155884721,-0.0382526384701",ST PHILIPPE D AIGUILLE
6665,33920,"45.1041763192,-0.507779257628",ST VIVIEN DE BLAYE
6666,34230,"43.5541458971,3.50006172125",BELARGA
6667,34380,"43.793318405,3.62922803202",CAUSSE DE LA SELLE
6668,34980,"43.6724651023,3.77949432527",COMBAILLAUX
6669,34240,"43.602411245,3.0476220061",COMBES
6670,34290,"43.4507697404,3.27495989155",COULOBRES
6671,34210,"43.4188135877,2.6417753577",FERRALS LES MONTAGNES
6672,34330,"43.5926354982,2.79705531131",FRAISSE SUR AGOUT
6673,34270,"43.7279155498,3.8068218202",LES MATELLES
6674,34210,"43.3629052396,2.72160547585",MINERVE
6675,34320,"43.5504361002,3.22634826627",ROQUESSELS
6676,34160,"43.7530311064,4.01945192332",ST HILAIRE DE BEAUVOIR
6677,34230,"43.5728727057,3.48660359956",TRESSAN
6678,35250,"48.2991937889,-1.63035557088",AUBIGNE
6679,35160,"48.1381002626,-1.91036057871",BRETEIL
6680,35680,"48.0332363506,-1.37039069697",CHANCE
6681,35270,"48.4408107773,-1.65625423904",CUGUEN
6682,35560,"48.4664744513,-1.51179376231",LA FONTENELLE
6683,35290,"48.1184219135,-2.22847304876",GAEL
6684,35410,"48.0299058856,-1.55180159639",NOUVOITOU
6685,35230,"48.0524815273,-1.6633106381",NOYAL CHATILLON SUR SEICHE
6686,35320,"47.9280508952,-1.61613769556",LE PETIT FOUGERAY
6687,35760,"48.1588840471,-1.68571943452",ST GREGOIRE
6688,35800,"48.620460045,-2.09655988835",ST LUNAIRE
6689,35460,"48.454941971,-1.43630013291",ST OUEN LA ROUERIE
6690,35190,"48.3355023423,-1.93174889174",ST THUAL
6691,35320,"47.8978195482,-1.60609578245",LE SEL DE BRETAGNE
6692,35190,"48.3231993668,-1.83043308458",TINTENIAC
6693,36500,"46.9410833796,1.46153298844",ARGY
6694,36200,"46.6263374879,1.68778572639",BOUESSE
6695,36800,"46.6594985934,1.35961781194",CHITRAY
6696,36240,"47.0475431378,1.44169166133",JEU MALOCHES
6697,36340,"46.5692681843,1.64580646533",MALICORNAY
6698,36170,"46.4476641903,1.39936861789",ST BENOIT DU SAULT
6699,36310,"46.4050751872,1.21140507428",TILLY
6700,36250,"46.8632127183,1.62354042775",VILLERS LES ORMES
6701,37270,"47.3343646706,0.844886964045",AZAY SUR CHER
6702,37420,"47.1939476684,0.186243013287",BEAUMONT EN VERON
6703,37240,"47.0687895406,0.7310286673",BOURNAN
6704,37370,"47.63053702,0.552522372258",BUEIL EN TOURAINE
6705,37130,"47.3134280853,0.417814420608",LA CHAPELLE AUX NAUX
6706,37460,"47.1845516654,1.10886263698",GENILLE
6707,37120,"47.0937316918,0.334993321235",LEMERE
6708,37210,"47.4169793507,0.897184990068",NOIZAY
6709,37460,"47.2149787074,1.25683944841",ORBIGNY
6710,37260,"47.2649227442,0.564294280514",PONT DE RUAN
6711,37500,"47.1446277658,0.266267354644",RIVIERE
6712,37310,"47.2088575557,1.03674729969",ST QUENTIN SUR INDROIS
6713,37220,"47.0997750575,0.433594767528",THENEUIL
6714,37250,"47.2888419417,0.729965991438",VEIGNE
6715,37210,"47.4270674878,0.803667208286",VOUVRAY
6716,38190,"45.2586070645,5.99155979387",LES ADRETS
6717,38580,"45.3798822282,6.11410440285",ALLEVARD
6718,38490,"45.5976216526,5.61289945248",AOSTE
6719,38300,"45.5117725292,5.29960540554",BADINIERES
6720,38690,"45.4333439641,5.44768050206",BURCIN
6721,38110,"45.5893265412,5.47141719996",LA CHAPELLE DE LA TOUR
6722,38580,"45.4025988849,6.13800529096",LA CHAPELLE DU BARD
6723,38470,"45.2605536513,5.34184461228",CHASSELAY
6724,38980,"45.3294698557,5.22927458639",CHATENAY
6725,38142,"45.1175117933,6.16207850111",CLAVANS EN HAUT OISANS
6726,38700,"45.2267664587,5.75814470454",CORENC
6727,38300,"45.4917400376,5.30263669678",ECLOSE
6728,38100,"45.1821215167,5.72133051752",GRENOBLE
6729,38350,"44.9099172773,5.78817442937",LA MURE
6730,38119,"44.9565648579,5.77432306035",PIERRE CHATEL
6731,38160,"45.1840589989,5.26050119803",ST APPOLINARD
6732,38960,"45.4060612976,5.66175249107",ST AUPRE
6733,38660,"45.2956716663,5.84889296712",ST PANCRASSE
6734,38870,"45.301403987,5.29999858329",ST PIERRE DE BRESSIEUX
6735,38300,"45.5546305415,5.34018745003",SEREZIN DE LA TOUR
6736,38740,"44.8979470948,5.9099695622",VALBONNAIS
6737,38540,"45.6076400854,5.02757104948",VALENCIN
6738,38280,"45.7844347868,5.10742322844",VILLETTE D ANTHON
6739,39500,"47.0649669593,5.37826421743",ABERGEMENT LA RONCE
6740,39270,"46.5722801296,5.52869424012",ARTHENAS
6741,39150,"46.607697996,5.90655686239",LA CHAUX DU DOMBIEF
6742,39130,"46.5867008206,5.77312051776",COGNA
6743,39240,"46.4042095252,5.53007674794",DRAMELAY
6744,39250,"46.7481190667,6.03667883413",LA FAVIERE
6745,39800,"46.7536361498,5.717409823",FAY EN MONTAGNE
6746,39190,"46.6290480726,5.44743754408",MALLEREY
6747,39380,"46.9631076045,5.59448295865",MONT SOUS VAUDREY
6748,39100,"47.0223001054,5.47952052073",PARCEY
6749,39150,"46.5232922266,5.84404596927",PRENOVEL
6750,39110,"46.9701806797,5.93379044205",SAIZENAY
6751,39270,"46.4739811377,5.61763286818",SARROGNA
6752,39380,"46.9790356987,5.55350631285",SOUVANS
6753,39190,"46.5966616094,5.45423129376",VERCIA
6754,39600,"46.9695447398,5.74785928595",VILLENEUVE D AVAL
6755,40320,"43.6059261585,-0.44174435794",ARBOUCAVE
6756,40120,"44.0795116386,-0.417533535024",CACHEN
6757,40800,"43.7174754402,-0.321523515178",DUHORT BACHEN
6758,40310,"44.0058679413,0.0367153523007",ESCALANS
6759,40160,"44.3206614614,-1.19398557217",GASTES
6760,40380,"43.6815268209,-0.82247563225",GIBRET
6761,40240,"43.9476376722,-0.17524551528",LABASTIDE D ARMAGNAC
6762,40250,"43.7965160092,-0.660546557515",LAMOTHE
6763,40120,"44.0704357947,-0.23554160647",ST GOR
6764,40510,"43.7021964029,-1.3970873051",SEIGNOSSE
6765,40320,"43.6394572934,-0.432512659131",URGONS
6766,40180,"43.7169211073,-1.01616122338",YZOSSE
6767,41800,"47.8126485369,0.760225315658",BONNEVEAU
6768,41250,"47.6160275858,1.54153082337",CHAMBORD
6769,41330,"47.6307150923,1.27701587955",FOSSE
6770,41190,"47.6178643296,1.10778289349",FRANCAY
6771,41210,"47.5356505563,1.81134758711",NEUNG SUR BEUVRON
6772,41270,"47.9513759342,1.0256628804",ROMILLY
6773,41360,"47.86966042,0.831215929044",SAVIGNY SUR BRAYE
6774,41220,"47.6144182456,1.61074783397",THOURY
6775,42130,"45.7991604687,3.93365168543",AILLEUX
6776,42510,"45.8294764785,4.18332533699",BALBIGNY
6777,42720,"46.1473425939,4.07729342349",BRIENNON
6778,42800,"45.5337555804,4.55361256767",CHAGNON
6779,42410,"45.4780450334,4.7142051612",LA CHAPELLE VILLARS
6780,42410,"45.4555253092,4.70245486643",CHUYER
6781,42670,"46.1511332102,4.30522495875",ECOCHE
6782,42460,"46.0720149444,4.2760425142",LA GRESLE
6783,42360,"45.8240674151,4.32824050303",MONTCHAL
6784,42630,"46.0000456451,4.17170231294",PRADINES
6785,42370,"46.0647653123,3.91707635373",ST HAON LE CHATEL
6786,42430,"45.8708472787,3.87977382868",ST MARCEL D URFE
6787,42220,"45.2712880618,4.50055395379",ST SAUVEUR EN RUE
6788,42600,"45.5680113401,3.98919241451",VERRIERES EN FOREZ
6789,43300,"45.1163766085,3.62418252046",VISSAC AUTEYRAC
6790,43160,"45.3187166909,3.69286458356",LA CHAISE DIEU
6791,43230,"45.1574777226,3.58519893756",CHAVANIAC LAFAYETTE
6792,43220,"45.2146495519,4.34572012446",DUNIERES
6793,43450,"45.3026834057,3.2330870914",ESPALEM
6794,43170,"44.9033054571,3.54670461918",ESPLANTAS
6795,43250,"45.3867198593,3.30887287866",FRUGERES LES MINES
6796,43800,"45.167914341,4.0135758548",MEZERES
6797,43290,"45.143785338,4.43283781114",ST BONNET LE FROID
6798,43380,"45.1344047659,3.38998443053",ST CIRGUES
6799,43270,"45.1465444602,3.71122620061",VERNASSAL
6800,43600,"45.2404575715,4.17878792262",LES VILLETTES
6801,44850,"47.3374810886,-1.35950738339",LE CELLIER
6802,44450,"47.2808739279,-1.34947633422",LA CHAPELLE BASSE MER
6803,44190,"47.097896998,-1.27042598067",CLISSON
